Operon,IdGene,Type,COGgene,start,end,end.gff,Strand,Function,chr,acc,locus_tag,old_locus_tag,length_nt,type,annotation
2244,cds3219,CDS,COG1472,297471,297926,297926,+,[G] Beta-glucosidase-related glycosidases    ,NC_013964.1,WP_004041286.1,HVO_RS19680,HVO_B0250,456,protein_coding,hypothetical protein
2245,cds3220,CDS,COG2270,298058,299281,299281,+,[R] Permeases of the major facilitator superfamily,NC_013964.1,WP_013034932.1,HVO_RS01230,HVO_B0251,1224,protein_coding,MFS transporter
2246,cds3221,CDS,COG0483,300525,301328,301328,+,"[G] Archaeal fructose-1,6-bisphosphatase and related enzymes of",NC_013964.1,WP_004041284.1,HVO_RS01235,HVO_B0253,804,protein_coding,inositol monophosphatase
2247,cds3222,CDS,COG1414,302018,302815,302815,+,[K] Transcriptional regulator    ,NC_013964.1,WP_004041283.1,HVO_RS01240,HVO_B0255,798,protein_coding,ArcR family transcriptional regulator
2248,cds3223,CDS,COG2414,302870,304537,304537,-,[C] Aldehyde:ferredoxin oxidoreductase    ,NC_013964.1,WP_004041282.1,HVO_RS01245,HVO_B0256,1668,protein_coding,aldehyde ferredoxin oxidoreductase
2249,cds3224,CDS,COG0160,304696,306075,306075,+,[E] 4-aminobutyrate aminotransferase and related aminotransferases ,NC_013964.1,WP_004041281.1,HVO_RS01250,HVO_B0257,1380,protein_coding,aspartate aminotransferase family protein
2249,cds3225,CDS,COG0251,306094,306480,306480,+,"[J] Putative translation initiation inhibitor, yjgF family",NC_013964.1,WP_004041280.1,HVO_RS01255,HVO_B0258,387,protein_coding,reactive intermediate/imine deaminase
2250,cds3226,CDS,COG2938,306556,307209,307209,-,[S] Uncharacterized conserved protein   ,NC_013964.1,WP_004041279.1,HVO_RS01260,HVO_B0259,654,protein_coding,hypothetical protein
2251,cds3227,CDS,COG1292,307669,309303,309303,+,[M] Choline-glycine betaine transporter   ,NC_013964.1,WP_004041278.1,HVO_RS01265,HVO_B0260,1635,protein_coding,BCCT family transporter
2251,cds3228,CDS,COG0160,309476,310840,310840,+,[E] 4-aminobutyrate aminotransferase and related aminotransferases ,NC_013964.1,WP_004041277.1,HVO_RS01270,HVO_B0261,1365,protein_coding,aspartate aminotransferase family protein
2252,cds3229,CDS,COG1171,310915,312210,312210,-,[E] Threonine dehydratase    ,NC_013964.1,WP_004041276.1,HVO_RS01275,HVO_B0262,1296,protein_coding,threonine ammonia-lyase
2252,cds3230,CDS,COG1473,312207,313517,313517,-,[R] Metal-dependent amidase/aminoacylase/carboxypeptidase    ,NC_013964.1,WP_004041275.1,HVO_RS01280,HVO_B0263,1311,protein_coding,amidohydrolase
2253,cds3231,CDS,COG1052,313647,314615,314615,+,[CHR] Lactate dehydrogenase and related dehydrogenases ,NC_013964.1,WP_004041274.1,HVO_RS01285,HVO_B0264,969,protein_coding,D-2-hydroxyacid dehydrogenase
2253,cds3232,CDS,COG0277,314622,317768,317768,+,[C] FAD/FMN-containing dehydrogenases    ,NC_013964.1,WP_004041273.1,HVO_RS01290,HVO_B0265,3147,protein_coding,FAD-binding oxidoreductase
2254,cds3233,CDS,COG0334,317826,319133,319133,-,[E] Glutamate dehydrogenase/leucine dehydrogenase   ,NC_013964.1,WP_004041272.1,HVO_RS01295,HVO_B0266,1308,protein_coding,Glu/Leu/Phe/Val dehydrogenase
2254,cds3234,CDS,COG0006,319160,320338,320338,-,[E] Xaa-Pro aminopeptidase    ,NC_013964.1,WP_004041271.1,HVO_RS01300,HVO_B0267,1179,protein_coding,X-Pro dipeptidase
2255,cds3235,CDS,COG2141,320684,321706,321706,+,"[C] Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and",NC_013964.1,WP_004041270.1,HVO_RS01305,HVO_B0268,1023,protein_coding,LLM class flavin-dependent oxidoreductase
2259,cds3239,CDS,COG3413,324709,325424,325424,-,[R] Predicted DNA binding protein  ,NC_013964.1,NA,HVO_RS01325,HVO_B0272,716,pseudogene,PAS sensor protein
2260,cds3240,CDS,COG2205,325629,327335,327335,+,[T] Osmosensitive K+ channel histidine kinase ,NC_013964.1,WP_004041265.1,HVO_RS01330,HVO_B0273,1707,protein_coding,PAS domain-containing protein
2260,cds3242,CDS,COG0575,327755,328153,328153,+,[I] CDP-diglyceride synthetase    ,NC_013964.1,WP_004041263.1,HVO_RS01340,HVO_B0275,399,protein_coding,hypothetical protein
2261,cds3243,CDS,COG0697,328409,329380,329380,-,[GER] Permeases of the drug/metabolite transporter (DMT),NC_013964.1,WP_004041262.1,HVO_RS01345,HVO_B0276,972,protein_coding,EamA/RhaT family transporter
2263,cds3245,CDS,COG0500,330697,331314,331314,-,[QR] SAM-dependent methyltransferases    ,NC_013964.1,WP_004041259.1,HVO_RS01355,HVO_B0279,618,protein_coding,class I SAM-dependent methyltransferase
2265,cds3248,CDS,COG2512,332280,333530,333530,+,[S] Uncharacterized membrane-associated protein/domain   ,NC_013964.1,WP_004041257.1,HVO_RS01365,HVO_B0282,1251,protein_coding,MarR family transcriptional regulator
2266,cds3249,CDS,COG3413,333644,334417,334417,+,[R] Predicted DNA binding protein  ,NC_013964.1,WP_004041256.1,HVO_RS01370,HVO_B0283,774,protein_coding,transcriptional regulator
2267,cds3250,CDS,COG0023,334517,334819,334819,+,[J] Translation initiation factor 1 (eIF-1/SUI1) and,NC_013964.1,WP_004041255.1,HVO_RS01375,HVO_B0284,303,protein_coding,translation initiation factor
2268,cds3251,CDS,COG1405,334990,336024,336024,+,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription",NC_013964.1,WP_004041254.1,HVO_RS01380,HVO_B0285,1035,protein_coding,transcription initiation factor IIB 2
2270,cds3253,CDS,COG3269,336700,337218,337218,-,"[R] Predicted RNA-binding protein, contains TRAM domain",NC_013964.1,WP_004041252.1,HVO_RS01390,HVO_B0287,519,protein_coding,hypothetical protein
2272,cds3255,CDS,COG0502,337707,338765,338765,+,[H] Biotin synthase and related enzymes ,NC_013964.1,WP_004041250.1,HVO_RS01400,HVO_B0289,1059,protein_coding,biotin synthase BioB
2273,cds3257,CDS,COG0483,338888,339652,339652,-,"[G] Archaeal fructose-1,6-bisphosphatase and related enzymes of",NC_013964.1,WP_004041249.1,HVO_RS01405,HVO_B0290,765,protein_coding,"fructose 1,6-bisphosphatase"
2274,cds3258,CDS,COG0584,339767,340444,340444,+,[C] Glycerophosphoryl diester phosphodiesterase   ,NC_013964.1,WP_004041248.1,HVO_RS01410,HVO_B0291,678,protein_coding,glycerophosphodiester phosphodiesterase
2274,cds3258,CDS,COG0584,339767,340444,340414,+,[C] Glycerophosphoryl diester phosphodiesterase   ,NC_013966.1,WP_004043242.1,HVO_RS03325,HVO_A0329,648,protein_coding,2-dehydro-3-deoxy-phosphogluconate aldolase
2274,cds3259,CDS,COG1653,340576,342057,342057,+,"[G] ABC-type sugar transport system, periplasmic component",NC_013964.1,WP_004041247.1,HVO_RS01415,HVO_B0292,1482,protein_coding,ABC transporter substrate-binding protein
2274,cds3260,CDS,COG1175,342080,342973,342973,+,"[G] ABC-type sugar transport systems, permease components",NC_013964.1,WP_004041246.1,HVO_RS01420,HVO_B0293,894,protein_coding,sugar ABC transporter permease
2274,cds3261,CDS,COG0395,342978,343844,343844,+,"[G] ABC-type sugar transport system, permease component",NC_013964.1,WP_004041245.1,HVO_RS01425,HVO_B0294,867,protein_coding,carbohydrate ABC transporter permease
2274,cds3262,CDS,COG3839,343855,344988,344988,+,"[G] ABC-type sugar transport systems, ATPase components",NC_013964.1,WP_004041244.1,HVO_RS01430,HVO_B0295,1134,protein_coding,ABC transporter ATP-binding protein
2277,cds3265,CDS,COG2351,346327,346677,346677,-,[R] Transthyretin-like protein    ,NC_013964.1,WP_004041241.1,HVO_RS01445,HVO_B0299,351,protein_coding,hydroxyisourate hydrolase
2277,cds3266,CDS,COG3648,346679,347665,347665,-,[Q] Uricase (urate oxidase)   ,NC_013964.1,WP_004041240.1,HVO_RS01450,HVO_B0300,987,protein_coding,urate oxidase
2277,cds3267,CDS,COG3195,347763,348269,348269,-,[S] Uncharacterized protein conserved in bacteria ,NC_013964.1,WP_004041239.1,HVO_RS01455,HVO_B0301,507,protein_coding,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
2277,cds3268,CDS,COG0044,348353,349732,349732,-,[F] Dihydroorotase and related cyclic amidohydrolases ,NC_013964.1,WP_004041238.1,HVO_RS01460,HVO_B0302,1380,protein_coding,D-hydantoinase
2277,cds3269,CDS,COG2233,349819,351243,351243,-,[F] Xanthine/uracil permeases    ,NC_013964.1,WP_004041237.1,HVO_RS01465,HVO_B0303,1425,protein_coding,purine permease
2278,cds3271,CDS,COG2195,352046,353365,353365,-,[E] Di- and tripeptidases   ,NC_013964.1,WP_004041234.1,HVO_RS01475,HVO_B0306,1320,protein_coding,Zn-dependent hydrolase
2279,cds3272,CDS,COG2080,354289,354765,354765,+,"[C] Aerobic-type carbon monoxide dehydrogenase, small subunit",NC_013964.1,WP_004041233.1,HVO_RS01480,HVO_B0308,477,protein_coding,(2Fe-2S)-binding protein
2279,cds3273,CDS,COG1529,354767,357130,357130,+,"[C] Aerobic-type carbon monoxide dehydrogenase, large subunit",NC_013964.1,WP_004041232.1,HVO_RS01485,HVO_B0309,2364,protein_coding,hypoxanthine oxidase XdhD
2279,cds3274,CDS,COG1319,357127,357996,357996,+,"[C] Aerobic-type carbon monoxide dehydrogenase, middle subunit",NC_013964.1,WP_004041231.1,HVO_RS01490,HVO_B0310,870,protein_coding,hypothetical protein
2279,cds3275,CDS,COG1975,358112,359250,359250,+,"[O] Xanthine and CO dehydrogenases maturation factor,",NC_013964.1,NA,HVO_RS01495,HVO_B0311,1139,pseudogene,cytochrome oxidase I
2279,cds3276,CDS,COG2068,359247,359831,359831,+,[R] Uncharacterized MobA-related protein   ,NC_013964.1,WP_004041229.1,HVO_RS01500,HVO_B0313,585,protein_coding,nucleotidyltransferase family protein
2280,cds3277,CDS,COG1079,360154,361146,361146,-,"[R] Uncharacterized ABC-type transport system, permease component",NC_013964.1,WP_004041228.1,HVO_RS01505,HVO_B0314,993,protein_coding,ABC transporter permease
2280,cds3278,CDS,COG4603,361140,362282,362282,-,"[R] ABC-type uncharacterized transport system, permease component",NC_013964.1,WP_004041227.1,HVO_RS01510,HVO_B0315,1143,protein_coding,ABC transporter permease
2280,cds3279,CDS,COG3845,362279,363907,363907,-,"[R] ABC-type uncharacterized transport systems, ATPase components",NC_013964.1,WP_004041226.1,HVO_RS01515,HVO_B0316,1629,protein_coding,ABC transporter ATP-binding protein
2281,cds3280,CDS,COG1001,364080,365807,365807,+,[F] Adenine deaminase    ,NC_013964.1,WP_004041225.1,HVO_RS01520,HVO_B0317,1728,protein_coding,adenine deaminase
2281,cds3281,CDS,COG1744,365977,367152,367152,+,"[R] Uncharacterized ABC-type transport system, periplasmic component/surface",NC_013964.1,WP_004041224.1,HVO_RS01525,HVO_B0318,1176,protein_coding,glucose ABC transporter substrate-binding protein
2282,cds3282,CDS,COG1414,367486,368280,368280,+,[K] Transcriptional regulator    ,NC_013964.1,WP_004041223.1,HVO_RS01530,HVO_B0319,795,protein_coding,IclR family transcriptional regulator
2283,cds3283,CDS,COG1414,368668,369435,369435,-,[K] Transcriptional regulator    ,NC_013964.1,WP_004041222.1,HVO_RS01535,HVO_B0320,768,protein_coding,IclR family transcriptional regulator
2283,cds3284,CDS,COG0673,369539,370645,370645,-,[R] Predicted dehydrogenases and related proteins ,NC_013964.1,WP_004041221.1,HVO_RS01540,HVO_B0321,1107,protein_coding,gfo/Idh/MocA family oxidoreductase
2285,cds3286,CDS,COG0673,373220,374368,374368,+,[R] Predicted dehydrogenases and related proteins ,NC_013964.1,WP_004041219.1,HVO_RS01550,HVO_B0323,1149,protein_coding,gfo/Idh/MocA family oxidoreductase
2286,cds3288,CDS,COG5434,375818,377356,377356,-,[M] Endopolygalacturonase     ,NC_013964.1,WP_049914710.1,HVO_RS01560,HVO_B0325,1539,protein_coding,glycoside hydrolase family 28
2287,cds3289,CDS,COG1073,377474,378460,378460,-,[R] Hydrolases of the alpha/beta superfamily ,NC_013964.1,WP_004041216.1,HVO_RS01565,HVO_B0326,987,protein_coding,hypothetical protein
2289,cds3291,CDS,COG0747,379348,381444,381444,+,"[E] ABC-type dipeptide transport system, periplasmic component",NC_013964.1,WP_004041214.1,HVO_RS01575,HVO_B0328,2097,protein_coding,peptide ABC transporter substrate-binding protein
2289,cds3292,CDS,COG0601,381652,383778,383778,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",NC_013964.1,WP_004041213.1,HVO_RS01580,HVO_B0329,2127,protein_coding,peptide ABC transporter permease
2291,cds3294,CDS,COG0444,384446,385507,385507,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",NC_013964.1,WP_004041211.1,HVO_RS01590,HVO_B0331,1062,protein_coding,ABC transporter ATP-binding protein
2291,cds3295,CDS,COG4608,385504,386619,386619,+,"[E] ABC-type oligopeptide transport system, ATPase component",NC_013964.1,WP_004041210.1,HVO_RS01595,HVO_B0332,1116,protein_coding,ABC transporter ATP-binding protein
2292,cds3296,CDS,COG0673,386757,387875,387875,-,[R] Predicted dehydrogenases and related proteins ,NC_013964.1,WP_004041209.1,HVO_RS01600,HVO_B0333,1119,protein_coding,gfo/Idh/MocA family oxidoreductase
2292,cds3297,CDS,COG0673,387954,388988,388988,-,[R] Predicted dehydrogenases and related proteins ,NC_013964.1,WP_004041208.1,HVO_RS01605,HVO_B0334,1035,protein_coding,gfo/Idh/MocA family oxidoreductase
2292,cds3298,CDS,COG0477,389121,390305,390305,-,[GEPR] Permeases of the major facilitator superfamily,NC_013964.1,WP_081442863.1,HVO_RS01610,HVO_B0335,1185,protein_coding,MFS transporter
2293,cds3300,CDS,COG2721,391344,391652,391652,-,[G] Altronate dehydratase    ,NC_013964.1,WP_004041204.1,HVO_RS01625,HVO_B0337,309,protein_coding,dehydratase
2293,cds3301,CDS,COG2721,391649,392839,392839,-,[G] Altronate dehydratase    ,NC_013964.1,WP_004041203.1,HVO_RS01630,HVO_B0338,1191,protein_coding,carbohydrate hydrolase
2295,cds3303,CDS,COG3828,393703,394356,394356,+,[S] Uncharacterized protein conserved in bacteria ,NC_013964.1,WP_004041201.1,HVO_RS01640,HVO_B0340,654,protein_coding,ThuA domain-containing protein
2297,cds3306,CDS,COG1486,395884,397317,397317,-,"[G] Alpha-galactosidases/6-phospho-beta-glucosidases, family 4 of glycosyl hydrolases",NC_013964.1,WP_004041198.1,HVO_RS01655,HVO_B0343,1434,protein_coding,glycoside hydrolase family 4
2299,cds3308,CDS,COG4948,397954,399090,399090,-,[MR] L-alanine-DL-glutamate epimerase and related enzymes of,NC_013964.1,WP_004041196.1,HVO_RS01665,HVO_B0345,1137,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
2299,cds3309,CDS,COG4948,399189,400430,400430,-,[MR] L-alanine-DL-glutamate epimerase and related enzymes of,NC_013964.1,WP_004041195.1,HVO_RS01670,HVO_B0346,1242,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
2299,cds3310,CDS,COG0673,400523,401575,401575,-,[R] Predicted dehydrogenases and related proteins ,NC_013964.1,WP_004041194.1,HVO_RS01675,HVO_B0347,1053,protein_coding,gfo/Idh/MocA family oxidoreductase
2302,cds3313,CDS,COG4813,405285,406007,406007,+,[G] Trehalose utilization protein   ,NC_013964.1,WP_004041191.1,HVO_RS01690,HVO_B0350,723,protein_coding,trehalose utilization protein ThuA
2304,cds3316,CDS,COG0388,407283,408113,408113,+,[R] Predicted amidohydrolase    ,NC_013964.1,WP_004041188.1,HVO_RS01705,HVO_B0353,831,protein_coding,carbon-nitrogen hydrolase family protein
2305,cds3317,CDS,COG1226,408141,410444,410444,-,"[P] Kef-type K+ transport systems, predicted NAD-binding",NC_013964.1,WP_004041187.1,HVO_RS01710,HVO_B0354,2304,protein_coding,hypothetical protein
2307,cds3321,CDS,COG0421,412183,414009,414009,-,[E] Spermidine synthase    ,NC_013964.1,WP_004041180.1,HVO_RS01725,HVO_B0357,1827,protein_coding,spermidine synthase
2309,cds3323,CDS,COG2985,414982,416148,416148,-,[R] Predicted permease    ,NC_013964.1,WP_004041176.1,HVO_RS01735,HVO_B0359,1167,protein_coding,hypothetical protein
2311,cds3325,CDS,COG3413,417818,418459,418459,+,[R] Predicted DNA binding protein  ,NC_013964.1,WP_004041174.1,HVO_RS01745,HVO_B0361,642,protein_coding,transcriptional regulator
2312,cds3327,CDS,COG0243,418824,421355,421355,+,"[C] Anaerobic dehydrogenases, typically selenocysteine-containing  ",NC_013964.1,WP_004041171.1,HVO_RS01755,HVO_B0363,2532,protein_coding,dimethylsulfoxide reductase
2312,cds3328,CDS,COG0437,421358,422179,422179,+,[C] Fe-S-cluster-containing hydrogenase components 1  ,NC_013964.1,WP_004041170.1,HVO_RS01760,HVO_B0364,822,protein_coding,4Fe-4S dicluster domain-containing protein
2312,cds3329,CDS,COG5557,422179,423492,423492,+,[C] Polysulphide reductase    ,NC_013964.1,WP_004041169.1,HVO_RS01765,HVO_B0365,1314,protein_coding,molybdopterin oxidoreductase
2312,cds3330,CDS,COG3381,423489,424082,424082,+,[R] Uncharacterized component of anaerobic dehydrogenases ,NC_013964.1,WP_004041168.1,HVO_RS01770,HVO_B0366,594,protein_coding,chaperone TorD
2313,cds3331,CDS,COG2041,424234,424707,424707,+,[R] Sulfite oxidase and related enzymes ,NC_013964.1,WP_004041167.1,HVO_RS01775,HVO_B0367,474,protein_coding,hypothetical protein
2313,cds3332,CDS,COG0746,424712,425470,425470,+,[H] Molybdopterin-guanine dinucleotide biosynthesis protein A ,NC_013964.1,WP_004041166.1,HVO_RS01780,HVO_B0368,759,protein_coding,molybdenum cofactor guanylyltransferase
2313,cds3334,CDS,COG0555,426365,427174,427174,+,"[O] ABC-type sulfate transport system, permease component",NC_013964.1,WP_004041164.1,HVO_RS01790,HVO_B0370,810,protein_coding,sulfate ABC transporter permease
2314,cds3335,CDS,COG1012,427389,428879,428879,-,[C] NAD-dependent aldehyde dehydrogenases   ,NC_013964.1,WP_004041163.1,HVO_RS01795,HVO_B0371,1491,protein_coding,aldehyde dehydrogenase
2316,cds3337,CDS,COG4326,429920,430657,430657,+,[R] Sporulation control protein   ,NC_013964.1,WP_004041160.1,HVO_RS01805,HVO_B0375,738,protein_coding,hypothetical protein
2317,cds3338,CDS,COG0667,430739,431749,431749,+,[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases),NC_013964.1,WP_004041159.1,HVO_RS01810,HVO_B0376,1011,protein_coding,aldo/keto reductase
2320,cds3341,CDS,COG0591,433504,435033,435033,-,[ER] Na+/proline symporter    ,NC_013964.1,WP_004041156.1,HVO_RS01825,HVO_B0379,1530,protein_coding,sodium:proline symporter
2320,cds3342,CDS,COG0819,435027,435812,435812,-,[K] Putative transcription activator   ,NC_013964.1,WP_004041155.1,HVO_RS01830,HVO_B0380,786,protein_coding,transcriptional regulator
2320,cds3343,CDS,COG0819,435809,436474,436474,-,[K] Putative transcription activator   ,NC_013964.1,WP_004041154.1,HVO_RS01835,HVO_B0381,666,protein_coding,thiaminase II
2321,cds3345,CDS,COG1474,152,1402,1402,+,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013966.1,WP_004040991.1,HVO_RS01870,HVO_A0001,1251,protein_coding,cell division control protein Cdc6
2322,cds3346,CDS,COG0577,2008,2586,2586,-,"[V] ABC-type antimicrobial peptide transport system, permease",NC_013966.1,WP_004040992.1,HVO_RS01875,HVO_A0002,579,protein_coding,hypothetical protein
2322,cds3347,CDS,COG1192,2579,3403,3403,-,[D] ATPases involved in chromosome partitioning ,NC_013966.1,WP_004040993.1,HVO_RS01880,HVO_A0003,825,protein_coding,ParA family protein
2323,cds3348,CDS,COG0225,4125,4223,4223,-,[O] Peptide methionine sulfoxide reductase  ,NC_013966.1,NA,HVO_RS19715,HVO_A0004,99,pseudogene,peptide-methionine (S)-S-oxide reductase
2326,cds3351,CDS,COG3385,6551,7903,7903,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035119.1,HVO_RS01895,HVO_A0007,1353,protein_coding,IS4 family transposase ISHvo11
2326,cds3353,CDS,COG0675,8150,9448,9448,+,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_004043314.1,HVO_RS01900,HVO_A0008,1299,protein_coding,transposase
2328,cds3356,CDS,COG1414,11595,12518,12518,-,[K] Transcriptional regulator    ,NC_013966.1,WP_013035100.1,HVO_RS01915,HVO_A0011,924,protein_coding,hypothetical protein
2329,cds3357,CDS,COG2975,12870,13319,13319,-,[S] Uncharacterized protein conserved in bacteria ,NC_013966.1,WP_004043309.1,HVO_RS01920,HVO_A0012,450,protein_coding,hypothetical protein
2332,cds3360,CDS,COG3547,15297,16295,16295,+,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035031.1,HVO_RS01930,HVO_A0014,999,protein_coding,IS110 family transposase ISHvo9
2334,cds3362,CDS,COG3547,17092,18090,18090,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035025.1,HVO_RS01935,HVO_A0016,999,protein_coding,IS110 family transposase ISHvo10
2335,cds3363,CDS,COG0675,18756,19970,19970,+,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_004043421.1,HVO_RS01940,HVO_A0018,1215,protein_coding,transposase
2336,cds3365,CDS,COG1599,20841,21737,21737,+,"[L] Single-stranded DNA-binding replication protein A (RPA),",NC_013966.1,WP_004043420.1,HVO_RS01945,HVO_A0019,897,protein_coding,hypothetical protein
2341,cds3370,CDS,COG2036,24692,24859,24859,-,[B] Histones H3 and H4  ,NC_013966.1,WP_004043415.1,HVO_RS01970,HVO_A0023,168,protein_coding,hypothetical protein
2343,cds3372,CDS,COG1405,25828,26754,26754,+,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription",NC_013966.1,WP_004043413.1,HVO_RS01980,HVO_A0026,927,protein_coding,transcription initiation factor IIB family protein
2352,cds3383,CDS,COG1737,34050,34475,34475,+,[K] Transcriptional regulators    ,NC_013966.1,WP_004043402.1,HVO_RS02040,HVO_A0036,426,protein_coding,ArsR family transcriptional regulator
2353,cds3385,CDS,COG2928,34844,35470,35470,-,[S] Uncharacterized conserved protein   ,NC_013966.1,WP_004043400.1,HVO_RS19745,HVO_A0038,627,protein_coding,DUF502 domain-containing protein
2355,cds3387,CDS,COG1996,36821,37042,37042,-,"[K] DNA-directed RNA polymerase, subunit RPC10 (contains",NC_013966.1,WP_013035160.1,HVO_RS19750,HVO_A0040,222,protein_coding,hypothetical protein
2355,cds3388,CDS,COG1294,37089,37340,37340,-,"[C] Cytochrome bd-type quinol oxidase, subunit 2",NC_013966.1,WP_004043398.1,HVO_RS02055,HVO_A0041,252,protein_coding,hypothetical protein
2358,cds3392,CDS,COG0501,40485,41345,41345,-,[O] Zn-dependent protease with chaperone function ,NC_013966.1,WP_004043394.1,HVO_RS02075,HVO_A0045,861,protein_coding,protease
2360,cds3394,CDS,COG0589,42424,43293,43293,+,[T] Universal stress protein UspA and related,NC_013966.1,WP_004043392.1,HVO_RS02085,HVO_A0047,870,protein_coding,universal stress protein
2362,cds3396,CDS,COG1253,43972,45318,45318,+,[R] Hemolysins and related proteins containing CBS,NC_013966.1,WP_004043387.1,HVO_RS02095,HVO_A0049,1347,protein_coding,HlyC/CorC family transporter
2366,cds3404,CDS,COG3039,48734,49555,49555,+,"[L] Transposase and inactivated derivatives, IS5 family",NC_013966.1,WP_004043378.1,HVO_RS02130,HVO_A0057,822,protein_coding,IS5 family transposase ISHvo2
2372,cds3410,CDS,COG3676,53753,54730,54730,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035018.1,HVO_RS02155,HVO_A0062,978,protein_coding,IS1595 family transposase ISHvo6
2374,cds3412,CDS,COG1474,55398,56897,56897,-,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013966.1,WP_013035182.1,HVO_RS02165,HVO_A0064,1500,protein_coding,cell division control protein Cdc6
2375,cds3413,CDS,COG0417,57789,59942,59942,-,[L] DNA polymerase elongation subunit (family B),NC_013966.1,WP_004043370.1,HVO_RS02170,HVO_A0065,2154,protein_coding,DNA polymerase I
2375,cds3414,CDS,COG0675,59944,61230,61230,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_004043369.1,HVO_RS02175,HVO_A0066,1287,protein_coding,transposase
2376,cds3415,CDS,COG3666,61404,61709,61709,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035195.1,HVO_RS02180,HVO_A0067,306,protein_coding,hypothetical protein
2377,cds3417,CDS,COG3359,62930,63481,63481,-,[L] Predicted exonuclease    ,NC_013966.1,WP_004043366.1,HVO_RS02190,HVO_A0069,552,protein_coding,hypothetical protein
2377,cds3418,CDS,COG2129,63533,64375,64375,-,"[R] Predicted phosphoesterases, related to the Icc",NC_013966.1,WP_004043365.1,HVO_RS02195,HVO_A0070,843,protein_coding,hypothetical protein
2378,cds3419,CDS,COG2135,64556,65242,65242,+,[S] Uncharacterized conserved protein   ,NC_013966.1,WP_004043364.1,HVO_RS02200,HVO_A0071,687,protein_coding,SOS response-associated peptidase
2379,cds3420,CDS,COG1474,65261,66289,66289,-,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013966.1,WP_004043363.1,HVO_RS02205,HVO_A0072,1029,protein_coding,Orc1-type DNA replication protein
2381,cds3422,CDS,COG1401,66855,70151,70151,+,[V] GTPase subunit of restriction endonuclease ,NC_013966.1,WP_004043362.1,HVO_RS02210,HVO_A0074,3297,protein_coding,EVE domain-containing protein
2382,cds3424,CDS,COG3385,71953,73305,73305,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035080.1,HVO_RS02220,HVO_A0077,1353,protein_coding,IS4 family transposase
2383,cds3425,CDS,COG0553,73368,75701,75701,-,"[KL] Superfamily II DNA/RNA helicases, SNF2 family",NC_013966.1,WP_004043360.1,HVO_RS02225,HVO_A0078,2334,protein_coding,DUF2075 domain-containing protein
2383,cds3426,CDS,COG1002,75691,78957,78957,-,"[V] Type II restriction enzyme, methylase subunits",NC_013966.1,WP_004043359.1,HVO_RS02230,HVO_A0079,3267,protein_coding,hypothetical protein
2384,cds3427,CDS,COG3385,79038,80336,80336,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035120.1,HVO_RS02235,HVO_A0080,1299,protein_coding,IS4 family transposase ISHvo12
2386,cds3429,CDS,COG3385,81037,82203,82203,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035082.1,HVO_RS02240,HVO_A0081,1167,protein_coding,IS4 family transposase
2387,cds3430,CDS,COG1414,82394,83161,83161,-,[K] Transcriptional regulator    ,NC_013966.1,WP_013035208.1,HVO_RS02245,HVO_A0082,768,protein_coding,IclR family transcriptional regulator
2388,cds3431,CDS,COG2146,83529,83906,83906,-,[PR] Ferredoxin subunits of nitrite reductase and,NC_013966.1,WP_004043357.1,HVO_RS02250,HVO_A0083,378,protein_coding,(2Fe-2S)-binding protein
2388,cds3432,CDS,COG2159,83913,85046,85046,-,[R] Predicted metal-dependent hydrolase of the TIM-barrel,NC_013966.1,WP_013035204.1,HVO_RS02255,HVO_A0084,1134,protein_coding,amidohydrolase
2389,cds3433,CDS,COG3314,85338,86798,86798,+,[S] Uncharacterized protein conserved in bacteria ,NC_013966.1,WP_004043355.1,HVO_RS02260,HVO_A0085,1461,protein_coding,hypothetical protein
2390,cds3434,CDS,COG0589,86868,87260,87260,-,[T] Universal stress protein UspA and related,NC_013966.1,WP_013035027.1,HVO_RS02265,HVO_A0086,393,protein_coding,universal stress protein
